,nombre,domicilio,alcaldia,latitud,longitud,Colonia name,nivel escolar
472,Primaria General - Aurelio Manrique,"Sabinos No 100, Santa Anita, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.40276999977,-99.12313900041,Santa Anita,Primaria
473,"Lactante, Maternal Y Preescolar - Cendi Sep No 12  Jesus Reyes Heroles","Av 505 Y 507 S/N, San Juan De Aragon, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.46011082388,-99.09475087556,San Juan De Aragon 1a Seccion (U Hab) Ii,Preescolar
474,Primaria General - Ramon Lopez Velarde,"Calle 33 Y C Del Rosal No 17, Guadalupe Proletaria, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.51854727597,-99.14924572839,Progreso Nacional Ii,Primaria
475,Primaria General - Trabajadores Del Hierro,"Calzs Coltongo Y Vallejo S/N, Trabajadores Del Hierro, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.48187300011534,-99.15343200004224,Coltongo,Primaria
476,Primaria General - Profr. Victoriano Gonzalez Garzon,"Xico Y Xalpatlahuac S/N, Arenal 4A Secc, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.43125265193,-99.05875483057,El Arenal 4a Seccion,Primaria
477,Primaria General - Domingo Martinez Paredez,"Yobain Y Holpechen S/N, Cultura Maya, Delegacion Tlalpan, Mexico Df.",Tlalpan,19.285316555696,-99.22354430795,Heroes De Padierna Ii,Primaria
478,Primaria General - Leyes De Reforma Del 57,"Av Hidalgo No 54, San Miguel Ajusco, Delegacion Tlahuac, Mexico Df.",Tlalpan,19.23014500001,-99.19469600011,La Magdalena Petlacalco (Pblo),Primaria
480,Secundaria General - Francisco Javier Clavijero,"Av Del Taller E Ixnahualtongo No 135, Lorenzo Boturini, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.41354749335,-99.1273534341,Lorenzo Boturini,Secundaria
481,Primaria General - Estado De Tamaulipas,"Av Del Taller No 344, El Parque, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.41393800003,-99.11748400002,Alvaro Obregon,Primaria
482,Secundaria Anexa A La Normal Superior De Mexico,"Ribera De San Cosme No 83, Santa Maria La Ribera,",Cuauhtémoc,19.44195500004165,-99.16107000009237,Santa Maria La Ribera Iv,Secundaria
483,Primaria General - Profr. Benjamin Gurrola Carrera,"Av Eduardo Molina Y Ote 95, Nueva Tenochtitlan, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.45960090568,-99.10604784278,La Joya,Primaria
484,Escuela Secundaria Tecnica 57,"Av Paraiso E Italianos S/N, Colonia El Paraiso, Delegacion Alvaro Obregon, Mexico Df.",Álvaro Obregón,19.39074299981101,-99.21262800026514,El Paraiso,Secundaria
485,Primaria General - Manuel Gutierrez Najera,"Calle 311 Y 314, Nueva Atzacoalco, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50066795558,-99.08578344171,Nueva Atzacoalco Ii,Primaria
486,Primaria General - Quetzalcoatl,"Ramon Aldana S/N, Paulino Navarro, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.41209100001816,-99.13085500013688,Paulino Navarro,Primaria
487,Escuela Secundaria Tecnica 23,"Calle Estrella Num 27, Guerrero, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.44958999979212,-99.14174899990434,Guerrero I,Secundaria
488,Secundaria Tecnica Industrial - Escuela Secundaria Tecnica 49,"Av. Escuinapa Y Papalotl S/N, Pedregal De Santo Domingo, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.3297303959267,-99.16290061199427,Pedregal De Sto Domingo Iv,Secundaria
489,Preescolar General - Emiliano Negrete Lopez,"Av. Emiliano Zapata Y Soto Y Gama, Emiliano Zapata, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.31758199987382,-99.11093599992635,Emiliano Zapata (U Hab),Preescolar
490,Preescolar General - Vicente Guerrero,"Anillo Periferico Y Lic Diaz Soto Y Gama, Unidad Hab Vicente Guerrero, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.35884543737,-99.05771060721,Vicente Guerrero Super Manzana 6 (U Hab),Preescolar
491,Primaria General - Profr. Carlos Sandoval Sevilla,"Cto Mixteco No 85 Y Esq Soto Marina, Paseos De Churubusco, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.385328505688,-99.08131923851,Dr Alfonso Ortiz Tirado,Primaria
492,Primaria General - Estado De Israel,"Ret 52 De Cecilio Robelo S/N, Jardin Balbuena, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.4198770463089,-99.10129941468,Jardin Balbuena I,Primaria
493,Primaria General - Batallon De San Blas,"Aluminio Y Cieneguillas S/N, Felipe Angeles, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.45101953974,-99.11346384161,Felipe Angeles,Primaria
494,Preescolar General - Ramon De La Fuente Muðiz,"Ixtacihuatl S/N, Unidad Hab San Lorenzo, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.30229899983,-99.06953300001,San Lorenzo Tezonco (Barr),Preescolar
495,Primaria General - Pablo Picasso,"Ursulo Galvan No 76, Santa Cruz Meyehualco, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.33953499982,-99.04634800008,Santa Cruz Meyehualco (Pblo),Primaria
496,Preescolar General - Cuicuicani,"Villa Rey Y Manuel Caðas, Desarrollo Urbano Quetzalcoatl, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.33128072395,-99.04271389677,Desarrollo Urbano Quetzalcoatl  Ii,Preescolar
497,Telesecundaria 123,"U Hab Vicente Guerrero Y P Diaz Soto, Unidad Hab Vicente Guerrero, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.35923899979,-99.056784,Vicente Guerrero Super Manzana 6 (U Hab),Secundaria
498,Escuela Secundaria Tecnica 25,"Gran Bretaña No. 147, San Andres Tetepilco, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.37204599982,-99.13269200036,San Andres Tetepilco (Pblo),Secundaria
499,Primaria General - Luis Pasteur,"Av. Texcoco S/N, Unidad Hab La Colmena, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.3717929997,-98.99907799985,La Colmena (U Hab),Primaria
500,Primaria General - Japon,"Sur 103'A' No.624, Sector Popular, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.36640899983,-99.11836499979,Sector Popular,Primaria
501,Primaria General - Ponciano Quiroz Herrera,"Av Javier Rojo Gomez No 324, Agricola Oriental, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39439600028,-99.07342899999,Agricola Oriental Ii,Primaria
502,Primaria General - Augusto Comte,"Av Sur 20 No 380, Agricola Oriental, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39193600004,-99.07144500023,Agricola Oriental V,Primaria
503,Primaria General - Yecahuizotl,"C 6 Entre 9 Y 13 Barrio S Miguel, Pueblo Sta Catarina Yecahuizotl Delegacion Tlahuac, Mexico Df.",Tláhuac,19.30805218852,-98.97199562992,Santa Catarina Yecahuizotl (Pblo),Primaria
504,Preescolar General - Brigida Garcia De Juarez,"Jose Lugo Guerrero Y La Turba S/N, Granjas Cabrera, Delegacion Tlahuac, Mexico Df.",Tláhuac,19.2967432082,-99.06251495098,Granjas Cabrera,Preescolar
505,Preescolar General - Profr. Rafael Ramirez,"Izamal Y Holpechen, Jose Lopez Portillo, Delegacion Tlahuac, Mexico Df.",Tlalpan,19.27727845089,-99.22220039128,Cultura Maya,Preescolar
506,Primaria General - Basilio Vadillo,"Coruña No 325, Viaducto Piedad, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.4013720000067,-99.12607399991,Nueva Sta Anita,Primaria
509,Primaria General - Lic. Carlos Zapata Vela,"Av Del Recreo No 1824, Gabriel Ramos Millan, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39393000004,-99.10636899999,Juventino Rosas Ii,Primaria
510,Primaria General - Profra. Rosa Navarro,"Av Francisco I Madero No 130, Barrio San Miguel, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39092200027,-99.11390900008,San Miguel (Barr),Primaria
511,Preescolar General - Francisco Javier Mina,"Oriente 235 C Y Sur 16, Agricola Oriental, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39513075259,-99.0764747907,Agricola Oriental Ii,Preescolar
512,Preescolar General - Chichen-Itza,"Calle 51 No 93, Ignacio Zaragoza, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.410404848043,-99.08773608561,Ignacio Zaragoza Ii,Preescolar
513,Preescolar General Con Servicio Asistencial - Estado De Aguascalientes,"Argelia 36, Romero Rubio, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.43846311307,-99.10188224598,Romero Rubio,Preescolar
514,Primaria General - Profr. Gonzalo Peña Troncoso,"Simon Audenard S/N, Aviacion Civil, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.41357612974,-99.07620754676,Aviacion Civil (Ampl),Primaria
515,Primaria General - Plan De Ayutla,"Transval Y Damasco S/N, Romero Rubio, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.44578278447,-99.09677287386,Romero Rubio,Primaria
516,Primaria General - Abraham Castellanos,"Plaza Del Estudiante  4, Centro, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.44037700962914,-99.12865543479542,Centro I,Primaria
517,Primaria General - Profr. Ruben Vizcarra Campos,"Calle De Tochtli Y Cantera S/N, Pedregal De Santo Domingo, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.33385769443252,-99.1593577308401,Pedregal De Sto Domingo Ii,Primaria
518,Primaria General - 21 De Agosto De 1944,"Av Victoria No 17, Copilco El Bajo, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.33877899958522,-99.18950800002033,Copilco El Bajo,Primaria
519,Primaria General - Lic. Protasio Tagle,"Av Centenario No 28, El Carmen, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.35091299990385,-99.16389699988056,Del Carmen,Primaria
520,Escuela Secundaria Tecnica 58,"Av. Diaz Soto Y Gama Y Calle Luis M. Morones S/N, Unidad Hab Vicente Guerrero, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.358813754137,-99.05552035888,Vicente Guerrero Super Manzana 6 (U Hab),Secundaria
521,Preescolar General Con Servicio Asistencial - Ehecatl,"Subdirectores Tecnicos Y Manuales No 30, Lomas Estrella, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.31577776909,-99.08896107223,Lomas Estrella 2a Secc I,Preescolar
522,Preescolar General Con Servicio Asistencial - Cuba,"Calle 39 No 135  Y Av 12, Santa Cruz Meyehualco, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.34836700004,-99.04117100023,Santa Cruz Meyehualco (U Hab) I,Preescolar
523,Primaria General - Profr. Leopoldo Velazquez Acuða,"Av. Gavilan Num 33, Unidad Hab El Gavilan, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.36058702343,-99.07615738124,Privada Gavilan (U Hab),Primaria
524,Primaria General - El Amo Torres,"Av.5 De Mayo No.115, Santa Cruz Meyehualco, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.34173299996,-99.04725100003,Santa Cruz Meyehualco (Pblo),Primaria
525,Escuela Secundaria Tecnica 97,"Estrella Num 11, San Juan Xalpa, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.33634534178,-99.07999302206,San Juan Xalpa Ii,Secundaria
526,Secundaria General - Francisco Javier Mina,"Leyes De Reforma Y Guerra De Reforma, Leyes De Reforma, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.3772083526,-99.06948893581,Leyes De Reforma 3a Seccion Ii,Secundaria
527,Secundaria Para Trabajadores - Secundaria Para Trabajadores 92,"Cerrada Playa Icacos S/N Entre Allende Y Cuyutlan, Militar Marte, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.38821600007,-99.12802500008,Santiago Sur (Barr),Secundaria
528,Secundaria Para Trabajadores - Constituyentes De 1917,"Calz Tlalpan Y Municipio Libre, Portales, Delegacion Benito Juarez, Mexico Df..",Benito Juárez,19.36787162100852,-99.14197451430982,Portales Ii,Secundaria
529,Primaria General - Jose Maria Mata,"Amores No 34,Del Valle, Delegacion Benito Juarez, Mexico Df..",Benito Juárez,19.40004710787351,-99.16232480711696,Del Valle I,Primaria
530,Preescolar General - David Alfaro Siqueiros,"Ret Norbeto Fonseca And 16 R  M-4, Unidad Hab Ctm, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50800349256,-99.09599709031,Ctm El Risco (U Hab),Preescolar
531,Preescolar General - Cuecuech,"Luis Echeverria Y Puerto Marfil, Loma De La Palma, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.55739554154,-99.13960142839,Loma De La Palma,Preescolar
532,Primaria General - Rabindranath Tagore,"Av 29 De Octubre S/N, Colonia Lomas De La Hera, Delegacion Alvaro Obregon, Mexico Df",Álvaro Obregón,19.32722899978559,-99.25871999988136,Lomas De La Era,Primaria
533,Primaria General - Profr. Onofre Melendez B.,"Hidalgo No 37, Colonia San Bartolo Ameyalco, Delegacion Alvaro Obregon, Mexico Df.",Álvaro Obregón,19.33231300011222,-99.25906999998988,San Bartolo Ameyalco (Pblo),Primaria
534,Primaria General - Fuerte De Loreto,"Av Acueducto Y Calle 1779, Ticoman, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.51761799216,-99.12851345626,La Laguna Ticoman (Barr),Primaria
535,Primaria General - Valentin Vazquez Nava,"Av Principal Retorno Del Parque, Colonia San Jose Capula O Golondrinas,Delegacion Alvaro Obregon, Mexico Df.",Álvaro Obregón,19.37645829916983,-99.21598569598872,Golondrinas 2da Seccion,Primaria
536,Primaria General - Alejandro De Humboldt,"Salaverry Y Catamarca 1098, San Pedro Zacatenco, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50367413858,-99.12639600292,Residencial Zacatenco,Primaria
537,Preescolar General - Luz Padilla De Azuela,"Insurgentes Norte No 439, Unidad Nonoalco Tlatelolco, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.45501423919156,-99.15127410793716,Nonoalco-Tlatelolco (U Hab) I,Preescolar
538,Preescolar General - Juan E. Hernandez Y Davalos,"Miguel Negrete S/N, Pueblo San Juan Ixtayopan, Delegacion Tlahuac, Mexico Df.",Tláhuac,19.24576200006,-98.99555299984,San Juan Ixtayopan (Pblo),Preescolar
539,Primaria General - Enrique Gonzalez Martinez,"Norte 84 A No 6618, San Pedro El Chico, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.471857,-99.09757599983,San Pedro El Chico,Primaria
540,Primaria General - Aurelio Maldonado Cedillo,"Michoacan Y Queretaro S/N, Chalma De Guadalupe, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.54926411714,-99.1520704476,Chalma De Guadalupe Ii,Primaria
541,Preescolar General - Tlamatini,"Calle Ignacio Zaragoza S/N, Ampliacion Benito Juarez, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.53441099991,-99.13709100012,Benito Juarez (Ampl),Preescolar
542,Telesecundaria 46,"Dif Popocatepetl Y Volcan Acatenango, Ampl Providencia, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.47916112014,-99.06961519663,Providencia (Ampl),Secundaria
543,Primaria General - Antonio Sanchez Molina,"Chicoasen S/N Entre Chemax Y Sin, Heroes De Padierna, Delegacion Tlalpan, Mexico Df.",Tlalpan,19.29214724518,-99.23000141296,Pedregal De Sn Nicolas 1a Secc,Primaria
544,Primaria General - Club De Leones Numero 2,"Florines Y Puerto Arturo, Aquiles Serdan, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.44767401906,-99.09149864612,Aquiles Serdan,Primaria
545,Primaria General - Republica De Nigeria,"Ret 4 M Rivera Cambas, Jardin Balbuena, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.42321711719,-99.10676077107,Jardin Balbuena I,Primaria
546,Preescolar General - Xilonem,"Oriente 158 No. 236, Moctezuma 2A Seccion, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.43500629369,-99.09731748155,Moctezuma 2a Seccion I,Preescolar
547,Preescolar General - Ricardo Bell,"Stand De Tiro S/N, Jardin Balbuena, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.42372700011,-99.11725799997,El Parque,Preescolar
548,Primaria General - Maestro Leopoldo Garcia Veyran,"Calle Paralela 7 S/N, Colonia Molino De Santo Domingo, Delegacion Alvaro Obregon, Mexico Df.",Miguel Hidalgo,19.42443800012623,-99.1953219998753,Molino Del Rey,Primaria
549,Primaria General - Juan A. Mateos,"Av Hidalgo No 5, Colonia Olivar Del Conde 2A Seccion, Delegacion Alvaro Obregon, Mexico Df.",Álvaro Obregón,19.37255351012408,-99.21441973577144,Olivar Del Conde 2da Seccion I,Primaria
550,Secundaria General - Pablo Casals,"Viaducto Tlalpan Y Camino A Tepepan, El Arenal Tepepan, Delegacion Tlalpan, Mexico Df.",Tlalpan,19.28557500009,-99.15553399985,Club De Golf Mexico-San Buenaventura,Secundaria
551,Primaria General - Siete De Enero,"Sur 122 No 10, Colonia  Cove, Delegacion Alvaro Obregon, Mexico Df.",Miguel Hidalgo,19.40235799999696,-99.20065399998018,America,Primaria
552,Atender A Preescolar Con Problemas Leves En Su Desarrollo - Capep Azcapotzalco 2,"Mayas Y Albañiles S/N, El Rosario, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.50877297377279,-99.20161939897488,El Rosario C (U Hab),Preescolar
553,Secundaria General - Mexico,"Av Biologo Maximino Martinez Y Norte 57, Obrero Popular, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.4610158177798,-99.17314316923198,San Salvador Xochimanca,Secundaria
554,Preescolar General Con Servicio Asistencial - Toltecayotl,"Cipactli No 80, La Preciosa, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.48840100025155,-99.19389999996343,La Preciosa,Preescolar
555,Primaria General - Silvestre Revueltas,"Presidentes Y Dr Vertiz, Portales, Delegacion Benito Juarez, Mexico Df..",Benito Juárez,19.36883249730696,-99.15502144958248,Portales I,Primaria
556,Primaria General - Maestra Juana Palacios,"Av Central Sur No 560, Pro  Hogar, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.47537499997546,-99.1506729999424,Pro Hogar I,Primaria
557,Primaria General - Salvador Nava Martinez,"Av Diaz Ordaz S/N, Colonia Jalalpa El Grande, Delegacion Alvaro Obregon, Mexico Df.",Álvaro Obregón,19.37784464978663,-99.20659522618564,Barrio Norte,Primaria
558,Primaria General - Dr. Belisario Dominguez,"Heroes No 25 Guerrero, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.43910599979167,-99.1472150001502,Guerrero Iii,Primaria
559,Primaria General - Republica De Venezuela,"Sur 117A No 2209, Juventino Rosas, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.390640999991,-99.10635400001,Juventino Rosas Ii,Primaria
561,Preescolar General - Josefa Duran,"Tepeyautle Y Escuinapa. Pedregal De Santo Domingo, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.33161760809361,-99.17270871672048,Pedregal De Sto Domingo Ix,Preescolar
563,Primaria General - Emperador Cuauhtemoc,"Boldo No 18, Nueva Santa Maria, Delegacion Azcapotzalco, Mexico Df.",Azcapotzalco,19.46471800569493,-99.16316859302644,Nueva Santa Maria,Primaria
564,Primaria General - Julio Zarate,"Hojalateria No 28, Morelos, Delegacion Venustiano Carranza, Mexico Df.",Venustiano Carranza,19.44059800039,-99.11947000017,Morelos Ii,Primaria
565,Secundaria General - Dr. Alfonso Pruneda,"Av Chapultepec S/N, Pueblo San Gregorio Atlapulco, Delegacion Xochimilco, Mexico Df.",Xochimilco,19.255377999822,-99.06043000002,San Gregorio Atlapulco (Pblo),Secundaria
566,Primaria General - Acatonalli,"Escudo Nacional S/N, Nativitas Tulyehualco, Delegacion Xochimilco, Mexico Df.",Xochimilco,19.2479569999,-99.01003999993,Nativitas,Primaria
567,Primaria General - Reino Unido De La Gran Bretaña,,Benito Juárez,19.3801189998986,-99.16814199988552,Del Valle V,Primaria
568,Primaria General - Tonalamatl,"Sur 111-A No 2270, Juventino Rosas, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.39325199994,-99.10913099997,Juventino Rosas I,Primaria
569,Preescolar General - Ignacio Manuel Altamirano,"Sur 4 A No 27- Agricola Oriental, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.40230800026,-99.07251899999,Agricola Oriental I,Preescolar
570,Preescolar General Con Servicio Asistencial - Juana Perez Luna,"Oriente 118 Y Sur 177, Cuchilla Gabriel Ramos Millan, Delegacion Iztacalco, Mexico Df.",Iztacalco,19.38676946815,-99.09274589033,Cuchilla Ramos Millan,Preescolar
571,Primaria General - Moctezuma Ilhuicamina,"Calle 585 No 28, U San Juan De Aragon, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.44948299992,-99.073994,San Juan De Aragon 3a Seccion (U Hab) I,Primaria
572,Telesecundaria 94,"Viña Del Mar Num 5, San Pedro Zacatenco, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50648300004,-99.12330399989,San Pedro Zacatenco (Pblo),Secundaria
573,Preescolar General - Lic. Francisco Primo De Verdad,"Constantino No 296, Vallejo, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.46844724813,-99.12860090079,Vallejo Ii,Preescolar
574,Primaria General - Luis Enrique Erro,"Manuel M. Flores S/N, Ampl Gabriel Hernandez, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.5033530001,-99.09989400004,Gabriel Hernandez (Ampl) I,Primaria
575,Preescolar General - Marcelino De Champagnat,"Calle 1513 S/N, U San Juan De Aragon 6A Seccion, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.46881174892,-99.06832754693,San Juan De Aragon 6a Seccion (U Hab) I,Preescolar
576,Primaria General - Presidente Pascual Ortiz Rubio,"Av Ticoman No 159, Lindavista, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.49685899989,-99.12339799997,Lindavista Ii,Primaria
577,Primaria General - Tonantzin,"Norte 72 No 10038, Villahermosa, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50242500002,-99.09228100011,Villa Hermosa,Primaria
578,Primaria General - Francisco Gabilondo Soler,"Remolino 4, Colonia Los Alpes, Delegacion Alvaro Obregon, Mexico Df",Álvaro Obregón,19.35649399982626,-99.21062700004674,Alpes (Ampl),Primaria
581,Atender A Preescolar Con Problemas Leves En Su Desarrollo - Capep Tlahuac 2,"Leandro Valle Esq Langosta, Villa Centroamericana I, -Unidad Ha, Delegacion Tlahuac, Mexico Df.",Tláhuac,19.2802334689893,-99.05954103447,Villa Centroamericana (U Hab),Preescolar
582,Preescolar General Con Servicio Asistencial - Miguel Othon Mendizabal,"Playa S/N, La Patera Vallejo, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.50402800015,-99.15651900006,La Patera-Condomodulos (U Hab),Preescolar
583,Primaria General - 30 De Abril,"Av. Hidalgo No.522, La Purisima, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.35505014775,-99.0775087921,San Miguel (Barr),Primaria
584,Preescolar General Con Servicio Asistencial - Ana Frank,"Av. Revolucion Y Rey Cuauhtemoc, Colonia San Angel, Delegacion Alvaro Obregon, Mexico Df.",Miguel Hidalgo,19.40063313993595,-99.1826224130644,Escandon Ii,Preescolar
585,Secundaria Para Trabajadores - Bernal Diaz Del Castillo,"Colima Y Medellin Num 293 Y Colima, Roma Norte, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.4186640001214,-99.16525000013546,Roma Norte I,Secundaria
586,Primaria General - Profr. Candelario Mejia Y Cervantes,"Plazuela De Los Reyes S/N, Pueblo Los Reyes, Delegacion Coyoacan, Mexico Df.",Coyoacán,19.33652800013628,-99.15358099997826,Pueblo De Los Reyes Hueytlilac,Primaria
587,Preescolar General Con Servicio Asistencial - Estado De Michoacan,"Wagner Y Beethoven, Peralvillo, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.45997972910178,-99.13056683613326,Peralvillo Ii,Preescolar
588,Primaria General - Antonia Arellano Luna,"Calz De La Viga No 97, Esperanza, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.4064589997422,-99.12613999997582,Asturias,Primaria
589,Preescolar General - Popol Vuh,"Av Santa Maria Y Eje 5 Sur Purisima, Pueblo Magdalena Atlazolpa, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.37892701282,-99.11112000073,Magdalena Atlazolpa (Pblo),Preescolar
590,Preescolar General -  Jardin De Niðos Aðo De La Constitucion,"Fresnos S/N Esq Arneses, Los Reyes Culhuacan, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.3450490704,-99.11219841515,Valle Del Sur,Preescolar
591,Primaria General - Jesus Gonzalez Ortega,"Primero De Mayo Y Elisa No 74, Nativitas, Delegacion Benito Juarez, Mexico Df..",Benito Juárez,19.38211830221271,-99.13829651782284,Nativitas,Primaria
592,Primaria General - Profr. Vicente V. Ybarra,"Heliotropo Esq Galeana S/N, Barrio Xaltocan, Delegacion Xochimilco, Mexico Df.",Xochimilco,19.25340399981,-99.10448400005,Xaltocan (Barr),Primaria
593,Primaria General - J. Concepcion Rivera,"20 De Noviembre No.35, Z U E Santa Maria Aztahuacan, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.35230900043,-99.02137000011,Paraje Zacatepec,Primaria
594,Primaria General - Insurgente Pedro Moreno,"Gral.Jesus Almanza No.4, Tepalcates, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.38988615668,-99.0513762722,Tepalcates I,Primaria
595,Telesecundaria 43,"Mariano Matamoros S/N M-2 L-16, Ampliacion Santiago Acahualtepec, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.3525112552,-98.99630686248,Lomas De Zaragoza,Secundaria
596,Preescolar General - Patria Nueva,"Alfonso Toro S/N Y Radames, Escuadron 201, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.36693547072,-99.11307989293,Escuadron 201,Preescolar
597,Preescolar General - Juventino Rosas,"Eje 5 Y Biografos No 119, Nueva Rosita, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.37845895836,-99.10753157103,La Nueva Rosita,Preescolar
598,Primaria General - Ometecuhtli,"Priv.San Juan No.17, Ricardo Flores Magon, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.35468042072,-99.09681946536,El Santuario,Primaria
599,Primaria General - Emperador Itzcoatl,"Av.Mexico No.1, Paraiso, Delegacion Iztapalapa, Mexico Df.",Iztapalapa,19.37696900023,-99.03679399991,Paraiso,Primaria
600,Primaria General - Benito Juarez,"Jalapa No 272, Roma Sur, Delegacion Cuauhtemoc, Mexico Df.",Cuauhtémoc,19.40945199991009,-99.15990899989453,Roma Sur I,Primaria
601,Preescolar General - Yecahuizotl,"Avenida Santa Catarina Y Mariano Hgo, Pueblo Sta Catarina Yecahuizotl, Delegacion Tlahuac, Mexico Df.",Tláhuac,19.30921676684,-98.96992314239,Santa Catarina Yecahuizotl (Pblo),Preescolar
602,Primaria General - Forjadores De La Cultura,"Av 539 Plaza 9, U San Juan De Aragon, Delegacion Gustavo A. Madero, Mexico Df.",Gustavo A. Madero,19.4578029999,-99.08681899979,San Juan De Aragon 2a Seccion (U Hab) Ii,Primaria
